avg_monthly_income,income_std_dev,income_trend,income_sources_count,salary_days_variance,avg_monthly_spend,spend_to_income_ratio,discretionary_spend_ratio,balance_low_days,cash_withdrawal_ratio,utility_payment_ratio,avg_payment_delay,missed_payments,payment_consistency_score,mobile_recharge_gap,informal_loans_count,informal_repayment_ratio,bnpl_usage_freq,bnpl_on_time_ratio,short_term_borrow_freq,repayment_borrow_ratio,avg_monthly_sales,sales_growth_rate,order_cancellation_rate,repeat_customer_ratio,business_age_months,age,residence_years,employment_years,salary_account_flag,upi_transaction_count,digital_txn_ratio,unique_merchants_per_month,avg_txn_size,account_tenure_months,num_bank_accounts,savings_ratio,emi_burden_ratio,bounce_count,self_transfer_ratio,night_txn_ratio,credit_enquiry_count,insurance_payment_ratio,loan_to_income_proxy,rd_sip_flag,overdraft_usage_flag,tax_filing_flag,gst_registered_flag
13472.93,640.65,-1.0,,2.7,16612.12,1.233,,22.0,0.5386,0.4866,,4.0,56.67,31.03,,,2.0,0.4515,,0.3383,-1.0,-999.0,-1.0,-1.0,-1.0,26.0,5.1,0.4,1.0,2.0,0.1989,1.0,3322.42,27.2,2.0,-0.2093,0.434,5.0,0.1005,0.1025,10.0,0.3312,10.0,,1.0,0.0,0.0
35677.55,8693.07,0.0,2.0,3.25,34361.05,0.9631,0.1878,15.0,0.3777,0.5646,53.12,3.0,28.81,10.0,4.0,0.5892,3.0,0.5681,3.0,0.4946,-1.0,-999.0,,-1.0,-1.0,44.0,9.9,1.8,0.0,3.0,0.4301,,315.24,45.6,2.0,0.0424,0.171,4.0,0.1436,0.0793,6.0,0.6689,6.156,,0.0,0.0,0.0
,7455.78,-1.0,2.0,12.38,33659.04,0.8151,0.3171,12.0,,0.6114,27.37,7.0,4.29,14.11,2.0,0.673,0.0,0.5613,2.0,0.6571,60650.75,0.0824,0.1541,0.6586,77.3,23.0,4.4,2.9,0.0,5.0,0.5814,32.0,260.92,,2.0,0.1602,,5.0,0.1148,0.0742,4.0,0.7556,5.0616,0.0,0.0,1.0,
45494.89,10058.18,0.0,1.0,5.27,,0.9968,0.2194,16.0,0.352,0.5363,14.3,7.0,15.05,22.44,4.0,,0.0,0.4991,3.0,0.4957,-1.0,-999.0,-1.0,-1.0,-1.0,39.0,7.3,0.9,0.0,7.0,0.4294,30.0,374.79,44.5,2.0,-0.0,0.1809,6.0,,0.0877,7.0,0.5876,6.5124,1.0,0.0,,1.0
23005.46,3641.12,-1.0,4.0,1.09,27914.83,1.2134,0.0984,22.0,0.4437,0.4504,8.44,9.0,14.75,67.44,7.0,0.3033,0.0,0.4325,6.0,0.2219,88587.04,-0.055,0.2675,0.2913,3.8,18.0,3.1,2.4,1.0,7.0,0.2538,7.0,962.58,22.3,1.0,-0.2217,0.395,8.0,0.061,0.0886,9.0,,10.0,0.0,1.0,,
158194.58,7522.96,1.0,2.0,4.0,54592.95,0.3451,0.4173,2.0,0.0841,0.9363,21.64,6.0,38.34,20.53,0.0,0.9689,5.0,1.0,0.0,0.9798,-1.0,-999.0,-1.0,-1.0,-1.0,34.0,13.9,15.3,1.0,17.0,0.8801,58.0,234.3,194.4,2.0,0.6544,0.0806,4.0,0.0741,0.053,0.0,1.0,2.9016,0.0,0.0,1.0,0.0
,,1.0,1.0,4.85,75710.95,0.4839,0.4778,2.0,0.2309,0.9531,16.26,3.0,65.12,12.66,0.0,1.0,0.0,0.9005,0.0,0.8484,,-999.0,-1.0,-1.0,-1.0,37.0,12.3,10.0,1.0,22.0,0.8026,57.0,330.62,153.2,1.0,0.5108,0.0898,2.0,0.0962,0.1255,1.0,0.9152,3.2328,0.0,0.0,1.0,0.0
35420.93,,-1.0,2.0,2.34,34623.96,0.9775,,16.0,0.424,0.597,,5.0,20.71,29.92,,0.5334,1.0,0.4313,3.0,0.5409,,,-1.0,,-1.0,18.0,2.7,5.6,,4.0,0.405,17.0,501.8,13.3,2.0,0.0345,0.2037,,0.0925,0.097,6.0,0.5798,7.3332,1.0,1.0,1.0,0.0
202072.8,10849.48,1.0,2.0,0.59,83617.72,0.4138,0.4535,3.0,0.1145,0.9373,15.26,5.0,48.94,5.0,0.0,0.9872,0.0,,0.0,0.9685,-1.0,-999.0,-1.0,-1.0,-1.0,28.0,7.2,15.2,1.0,22.0,0.9956,65.0,320.37,195.0,1.0,0.5831,0.0082,4.0,0.0682,0.0887,0.0,,0.2952,1.0,0.0,1.0,0.0
119702.63,42443.19,1.0,2.0,2.89,47581.8,,0.3601,3.0,0.2527,0.958,17.57,6.0,40.82,12.22,1.0,1.0,0.0,0.9195,0.0,1.0,,-999.0,-1.0,,-1.0,18.0,0.7,14.1,1.0,12.0,0.8484,58.0,204.21,184.9,,0.6088,0.0211,4.0,,0.1073,1.0,0.8884,0.7596,0.0,0.0,0.0,0.0
65152.76,3275.13,0.0,1.0,0.25,33755.64,0.5181,0.2149,6.0,0.2273,0.9611,4.83,2.0,76.3,5.0,,0.858,2.0,0.8582,0.0,0.7901,-1.0,-999.0,-1.0,-1.0,-1.0,18.0,2.1,,1.0,7.0,0.7758,53.0,158.48,113.4,,0.4786,0.0859,2.0,0.0666,0.0702,1.0,0.9121,3.0924,0.0,0.0,0.0,0.0
,30863.62,1.0,1.0,4.24,59726.37,0.7509,0.3191,9.0,0.3435,0.7171,25.2,10.0,0.0,10.29,2.0,,1.0,0.8613,2.0,0.6008,-1.0,-999.0,-1.0,-1.0,-1.0,,,3.3,1.0,22.0,0.7378,38.0,390.37,56.7,1.0,0.2444,0.1256,7.0,0.074,0.1312,,0.742,,0.0,0.0,0.0,0.0
158083.43,37189.84,0.0,1.0,4.96,91799.05,0.5807,0.4612,5.0,0.1004,,11.65,,69.3,25.91,,0.8606,0.0,,0.0,0.8355,,-999.0,-1.0,-1.0,-1.0,38.0,13.8,12.4,0.0,26.0,0.8931,,380.91,162.4,2.0,0.39,0.036,,0.0612,0.0741,0.0,0.9472,1.296,1.0,0.0,1.0,1.0
104012.25,37764.5,0.0,2.0,11.52,48760.94,0.4688,0.2914,5.0,0.2309,0.8695,13.5,5.0,35.37,24.9,0.0,,2.0,0.8981,0.0,0.879,-1.0,-999.0,-1.0,-1.0,-1.0,28.0,6.4,9.4,0.0,15.0,0.8524,51.0,237.86,116.0,1.0,0.5331,0.0356,3.0,0.1169,0.1146,1.0,,1.2816,,0.0,,0.0
14371.83,3875.92,,2.0,5.91,,1.3052,0.097,22.0,0.5161,0.3657,48.96,6.0,39.09,15.31,7.0,0.2928,1.0,0.3924,6.0,0.1977,-1.0,-999.0,-1.0,-1.0,-1.0,21.0,2.1,0.3,1.0,3.0,0.1227,8.0,568.43,18.9,2.0,-0.2978,0.4109,6.0,0.1546,0.1188,10.0,0.3605,10.0,0.0,1.0,0.0,0.0
70773.05,22081.24,,3.0,3.39,38196.22,0.5397,0.3748,5.0,0.2129,0.9777,16.01,6.0,40.91,32.91,1.0,0.874,1.0,0.9532,0.0,0.9188,-1.0,-999.0,-1.0,-1.0,-1.0,,0.7,8.1,1.0,8.0,0.7729,58.0,163.93,132.9,3.0,0.4898,0.0662,5.0,0.1233,0.0484,,0.8811,2.3832,0.0,,1.0,1.0
122994.99,6280.13,0.0,1.0,1.89,68151.52,0.5541,0.3604,4.0,0.1411,0.9244,11.78,,55.95,6.26,0.0,0.9771,0.0,0.9059,0.0,0.9895,-1.0,-999.0,-1.0,,-1.0,,14.1,10.8,1.0,23.0,0.8921,63.0,269.37,103.0,2.0,0.4738,0.0684,3.0,0.0773,0.0606,1.0,0.9628,2.4624,1.0,,1.0,0.0
,3324.11,-1.0,1.0,1.84,30457.79,1.2324,0.2148,21.0,0.4507,0.433,14.37,9.0,11.08,90.0,7.0,0.267,0.0,0.2461,6.0,0.3289,-1.0,-999.0,-1.0,-1.0,-1.0,27.0,2.4,0.0,1.0,5.0,0.1647,5.0,1450.37,2.7,1.0,-0.2419,0.3811,9.0,0.0494,0.0956,,0.457,10.0,0.0,1.0,1.0,0.0
29379.08,10623.06,0.0,3.0,2.47,28659.29,0.9755,0.2488,19.0,0.5072,,43.06,,7.71,10.0,5.0,0.4144,2.0,0.4322,4.0,0.4162,-1.0,-999.0,-1.0,-1.0,-1.0,27.0,,0.2,0.0,10.0,0.454,20.0,,26.8,1.0,,0.2809,6.0,0.0618,0.1447,,0.5315,10.0,0.0,1.0,,0.0
83652.9,3958.27,1.0,1.0,,50978.08,0.6094,,9.0,0.2188,0.7967,41.53,4.0,,12.64,2.0,0.8229,0.0,0.7157,2.0,0.5994,,-999.0,-1.0,-1.0,-1.0,21.0,1.9,3.7,1.0,14.0,0.719,34.0,372.1,73.9,2.0,0.3806,0.1196,4.0,0.0702,0.0811,3.0,0.7311,4.3056,0.0,0.0,,0.0
77118.39,31121.0,1.0,1.0,8.18,47497.22,0.6159,0.3171,8.0,0.2736,0.8559,5.42,0.0,84.12,6.07,1.0,0.7801,2.0,0.7527,1.0,0.747,-1.0,-999.0,-1.0,-1.0,-1.0,,13.4,6.9,0.0,14.0,0.647,50.0,236.3,107.2,2.0,0.3849,0.0661,0.0,0.1033,0.124,2.0,0.7766,2.3796,0.0,1.0,1.0,0.0
44999.47,13453.62,0.0,,1.54,,0.7477,0.2698,11.0,0.3482,0.7036,16.29,5.0,32.17,20.92,2.0,0.6562,2.0,0.6544,2.0,,-1.0,-999.0,-1.0,-1.0,-1.0,66.0,19.5,4.5,0.0,10.0,0.54,39.0,214.31,57.1,1.0,,,3.0,0.0977,,,0.6469,4.77,0.0,1.0,1.0,0.0
33495.52,10042.37,0.0,1.0,11.13,37066.14,1.1066,0.1598,,0.3843,0.5574,35.75,6.0,36.66,,5.0,0.3807,0.0,0.4923,5.0,0.3467,-1.0,-999.0,-1.0,-1.0,-1.0,18.0,1.7,1.4,0.0,10.0,0.2206,13.0,699.36,33.3,1.0,-0.0866,,5.0,0.0575,0.093,9.0,0.3824,10.0,0.0,0.0,0.0,0.0
25649.97,9452.13,-1.0,2.0,,29376.91,,0.1756,25.0,0.5218,0.3799,18.44,7.0,28.37,22.56,8.0,0.2977,0.0,0.3047,6.0,0.2008,-1.0,-999.0,-1.0,-1.0,-1.0,42.0,4.0,2.1,0.0,8.0,0.2144,1.0,5875.38,22.2,4.0,-0.161,0.4093,7.0,0.1633,0.153,10.0,0.3825,10.0,0.0,1.0,0.0,0.0
93787.7,5030.22,0.0,1.0,0.09,,0.5929,0.414,9.0,0.1963,0.7528,12.83,6.0,29.04,8.77,1.0,0.6872,0.0,0.7455,,0.6365,-1.0,-999.0,-1.0,-1.0,-1.0,21.0,1.7,,1.0,14.0,0.8056,45.0,307.22,90.9,1.0,0.4388,0.0655,5.0,0.0687,0.1143,3.0,0.7182,2.358,0.0,0.0,1.0,0.0
54573.77,4528.68,-1.0,1.0,0.63,,0.9241,0.2828,15.0,,0.6618,51.32,6.0,1.16,10.0,3.0,0.6256,0.0,0.7704,3.0,0.6307,-1.0,-999.0,,-1.0,-1.0,30.0,5.1,3.8,1.0,7.0,0.6028,29.0,431.04,61.9,,0.0681,0.1526,6.0,,0.0654,5.0,0.6935,5.4936,0.0,0.0,1.0,0.0
47217.04,4456.56,0.0,1.0,0.53,48496.62,1.0271,0.323,17.0,0.3609,0.6643,,8.0,7.48,10.0,5.0,0.3813,0.0,0.4929,4.0,0.407,-1.0,-999.0,-1.0,-1.0,-1.0,21.0,1.7,2.3,1.0,13.0,0.4557,19.0,,24.4,1.0,-0.0575,0.2241,8.0,0.0918,0.0754,7.0,0.5902,8.0676,0.0,1.0,1.0,0.0
23098.1,1290.08,-1.0,1.0,0.54,27592.99,1.1946,0.2026,22.0,0.5052,0.4669,49.44,7.0,30.81,10.0,8.0,0.319,2.0,0.3948,6.0,0.3937,-1.0,-999.0,-1.0,-1.0,-1.0,43.0,3.6,0.0,1.0,3.0,,6.0,1103.72,28.3,1.0,,0.4313,7.0,0.1415,0.0846,10.0,0.4366,10.0,0.0,1.0,0.0,0.0
74200.6,12118.89,1.0,3.0,8.79,,0.8165,0.3061,12.0,0.2806,0.6633,29.82,3.0,37.15,13.72,2.0,0.6972,2.0,0.5545,3.0,0.7117,153530.05,-0.1292,0.1526,0.4201,27.2,40.0,11.6,7.2,0.0,13.0,0.6616,39.0,,35.5,1.0,,0.1859,2.0,0.1317,,4.0,0.6925,6.6924,0.0,1.0,0.0,0.0
67640.12,17677.16,0.0,1.0,1.0,51075.05,0.7551,0.3041,12.0,0.3114,0.7498,84.62,5.0,0.0,11.48,3.0,0.562,0.0,0.6421,2.0,0.6891,,-999.0,,-1.0,-1.0,43.0,9.8,4.8,1.0,19.0,0.6153,27.0,468.58,59.1,1.0,0.2143,0.12,4.0,0.0735,0.0778,5.0,0.6752,,0.0,0.0,1.0,0.0
71861.87,15999.82,1.0,2.0,,53026.87,,0.3493,12.0,0.2743,0.7031,39.12,3.0,37.32,22.73,3.0,0.7063,0.0,,2.0,0.6024,-1.0,-999.0,-1.0,-1.0,-1.0,35.0,7.8,3.8,1.0,19.0,0.6922,27.0,486.49,71.1,2.0,0.2773,0.1452,2.0,0.0502,0.0803,5.0,0.7577,5.2272,1.0,0.0,1.0,1.0
55054.51,19460.64,1.0,3.0,8.46,39793.4,0.7228,,7.0,0.3371,0.8367,15.0,7.0,,5.0,1.0,0.823,1.0,0.8626,1.0,0.7825,,-999.0,-1.0,-1.0,-1.0,52.0,18.2,5.8,0.0,,0.6948,50.0,197.98,104.4,4.0,0.2846,0.1106,6.0,0.0854,,2.0,0.7902,3.9816,0.0,0.0,1.0,0.0
,7642.88,0.0,,13.17,28323.79,0.8112,0.2477,14.0,0.3804,0.6476,16.89,9.0,0.0,84.88,3.0,0.5912,1.0,0.5692,3.0,0.5904,120074.51,-0.0847,0.1619,0.4413,86.7,35.0,6.3,3.0,1.0,4.0,0.4701,26.0,269.75,53.8,4.0,0.1715,0.2064,7.0,0.1653,0.097,6.0,0.6328,7.4304,0.0,1.0,0.0,0.0
31737.84,2166.94,1.0,1.0,,,0.9711,0.202,15.0,0.3997,0.5,35.48,4.0,38.7,16.08,,0.534,,,3.0,0.6052,-1.0,-999.0,-1.0,-1.0,-1.0,30.0,4.3,2.1,1.0,4.0,,26.0,293.53,21.7,2.0,-0.0004,0.1667,3.0,0.0913,0.0675,7.0,0.5973,6.0012,1.0,1.0,0.0,0.0
,,0.0,1.0,3.86,31750.79,0.6165,,11.0,0.284,0.799,5.3,3.0,55.6,29.62,1.0,0.688,3.0,,1.0,0.8433,-1.0,,-1.0,-1.0,-1.0,43.0,,7.0,0.0,4.0,0.6981,43.0,183.53,98.4,1.0,0.3879,0.1114,3.0,0.1218,0.0564,2.0,0.7736,4.0104,0.0,0.0,0.0,1.0
18161.65,2929.29,0.0,1.0,2.24,23481.2,1.2929,0.1248,24.0,0.4469,0.3344,18.79,7.0,39.59,40.87,,,1.0,0.3268,6.0,,,-999.0,-1.0,-1.0,-1.0,31.0,5.7,0.4,1.0,8.0,0.2003,1.0,4696.24,11.3,3.0,-0.287,,6.0,0.0718,0.09,10.0,0.4221,,0.0,0.0,1.0,0.0
115536.71,26816.42,1.0,2.0,7.4,63498.98,0.5496,0.4219,4.0,0.1888,0.8863,0.0,0.0,86.75,10.13,0.0,0.8606,1.0,0.929,0.0,0.8801,-1.0,-999.0,-1.0,,-1.0,18.0,0.9,9.2,0.0,20.0,0.8217,51.0,309.75,104.4,2.0,0.4613,0.0829,0.0,0.0628,0.0628,2.0,0.7983,2.9844,0.0,,1.0,0.0
88382.18,4793.57,1.0,2.0,1.01,45057.24,0.5098,0.381,,0.167,0.8764,20.97,5.0,34.47,24.6,1.0,,1.0,,0.0,0.8395,-1.0,-999.0,-1.0,-1.0,,38.0,12.2,8.5,1.0,,0.7795,,233.46,101.4,3.0,0.4811,0.0675,4.0,,0.0482,2.0,0.8844,2.43,1.0,1.0,1.0,0.0
127518.53,33453.09,-1.0,1.0,10.77,52218.84,0.4095,0.3985,3.0,0.0947,0.9183,19.99,3.0,55.09,12.4,0.0,0.9281,,0.8305,0.0,1.0,,-999.0,-1.0,-1.0,-1.0,49.0,20.8,10.0,1.0,12.0,0.7926,,232.08,,4.0,0.6333,,,0.064,0.0455,0.0,,0.3744,1.0,0.0,,1.0
59479.58,3324.51,1.0,1.0,1.08,48083.29,0.8084,,14.0,0.273,0.7046,11.47,5.0,35.65,37.95,2.0,0.6818,0.0,0.6709,2.0,0.603,-1.0,-999.0,-1.0,-1.0,-1.0,22.0,2.3,4.8,1.0,9.0,0.5726,32.0,372.74,56.7,1.0,0.1789,,3.0,0.1296,0.0691,4.0,0.6634,5.2812,0.0,0.0,1.0,0.0
58341.35,2723.77,0.0,2.0,0.19,51037.01,0.8748,,21.0,0.2691,0.6683,28.03,5.0,23.36,63.84,,0.5792,2.0,0.659,2.0,0.5069,-1.0,,-1.0,-1.0,,,4.9,4.9,1.0,,0.3931,38.0,,31.7,1.0,0.1512,0.1798,3.0,0.0467,0.0973,5.0,0.6771,6.4728,0.0,0.0,1.0,
75694.49,27108.17,0.0,,,64173.79,0.8478,0.2206,11.0,0.3549,0.729,14.78,0.0,69.53,88.32,2.0,0.6586,2.0,0.6472,,0.7066,-1.0,-999.0,-1.0,-1.0,-1.0,44.0,11.6,2.2,0.0,7.0,0.6745,33.0,482.51,56.0,1.0,0.1961,0.1161,1.0,0.1043,0.1359,4.0,0.5373,,0.0,,1.0,0.0
11227.37,4001.41,-1.0,2.0,8.52,13664.83,1.2171,0.1505,22.0,0.6293,0.4411,1.02,7.0,33.92,20.06,8.0,,0.0,0.3397,6.0,0.2937,-1.0,-999.0,-1.0,,-1.0,18.0,2.4,0.4,0.0,5.0,0.2412,7.0,,2.9,2.0,-0.2177,0.4853,7.0,0.1017,0.1424,10.0,0.2813,10.0,1.0,0.0,1.0,0.0
,1367.47,-1.0,1.0,1.75,30987.12,1.0278,0.1971,18.0,0.481,0.5109,18.54,3.0,51.08,80.45,5.0,0.3753,0.0,0.5312,4.0,0.4179,-1.0,-999.0,-1.0,-1.0,,51.0,9.8,,,3.0,0.2576,17.0,449.09,24.5,1.0,-0.0141,0.1877,3.0,0.0463,0.0785,8.0,0.5358,6.7572,1.0,0.0,,0.0
38602.34,1885.88,1.0,2.0,3.52,40953.22,1.0609,0.132,18.0,0.3767,0.4851,26.67,6.0,17.56,15.5,5.0,0.4487,1.0,0.4825,5.0,0.3689,-1.0,-999.0,-1.0,-1.0,-1.0,37.0,4.6,1.1,1.0,,0.3001,,630.05,33.3,1.0,-0.0644,0.2341,7.0,0.1124,0.112,8.0,0.5379,8.4276,0.0,1.0,1.0,
27991.87,2967.86,-1.0,1.0,1.07,29732.96,1.0622,0.1091,19.0,0.4394,,16.83,4.0,40.56,18.14,5.0,0.2988,2.0,0.5106,4.0,0.4401,,-999.0,-1.0,-1.0,-1.0,28.0,4.6,0.0,1.0,8.0,0.3245,20.0,367.07,40.6,4.0,-0.0633,,3.0,0.1361,0.0777,8.0,0.3983,9.3132,1.0,0.0,1.0,0.0
45156.73,8020.37,-1.0,3.0,,46683.03,1.0338,0.2294,19.0,0.3759,0.5784,,2.0,66.61,57.17,5.0,0.4474,0.0,,4.0,0.3701,161772.23,-0.2272,0.223,0.3653,56.3,43.0,7.0,0.0,0.0,7.0,0.3654,22.0,524.53,20.0,2.0,-0.0438,0.2558,3.0,0.0846,0.0793,7.0,0.5165,9.2088,1.0,0.0,0.0,0.0
75976.37,3127.44,1.0,2.0,0.16,65134.54,0.8573,0.2811,11.0,0.3528,0.7226,0.61,1.0,70.35,33.32,,0.5968,5.0,0.6822,2.0,0.6522,,-999.0,-1.0,-1.0,-1.0,18.0,1.3,3.1,0.0,12.0,0.6161,38.0,425.72,50.1,2.0,0.1714,0.1665,2.0,0.0537,0.0981,4.0,,5.994,0.0,1.0,1.0,0.0
13757.45,1181.79,-1.0,1.0,0.39,15960.02,1.1601,0.0923,23.0,0.5168,0.4098,23.07,9.0,17.22,50.54,8.0,0.2391,3.0,0.2634,6.0,0.2951,,-999.0,-1.0,-1.0,,,2.4,0.0,1.0,3.0,,1.0,3192.0,22.9,1.0,,0.4777,8.0,0.0895,0.0847,10.0,0.3403,10.0,0.0,1.0,1.0,0.0
119298.38,33592.28,1.0,1.0,4.85,62977.61,0.5279,0.3214,4.0,0.1577,0.9484,18.36,,41.84,33.36,0.0,0.8472,2.0,0.886,1.0,0.9257,-1.0,-999.0,,-1.0,-1.0,,2.4,10.1,,16.0,0.8822,45.0,347.94,104.5,1.0,0.4292,0.0378,4.0,0.0634,0.0853,1.0,0.821,,1.0,0.0,,1.0
42354.37,11693.51,1.0,2.0,4.75,46835.46,1.1058,0.1841,19.0,0.4129,0.4618,41.15,7.0,12.86,33.92,6.0,0.2137,0.0,0.3728,5.0,0.3673,-1.0,-999.0,-1.0,-1.0,,29.0,2.9,0.3,0.0,12.0,0.4218,11.0,1040.79,34.0,1.0,-0.1019,0.2609,7.0,0.0691,0.1021,8.0,0.3752,9.3924,0.0,0.0,1.0,0.0
66771.36,15330.45,1.0,,1.47,57930.83,0.8676,,15.0,0.2695,0.7531,20.51,1.0,63.29,,2.0,0.6231,0.0,0.5524,2.0,0.6385,-1.0,-999.0,-1.0,-1.0,-1.0,39.0,9.2,3.0,1.0,17.0,0.5475,30.0,478.77,34.0,2.0,0.1142,0.1113,1.0,0.0983,0.0829,5.0,0.6134,4.0068,0.0,1.0,1.0,0.0
36103.67,4557.47,1.0,1.0,1.38,28561.61,0.7911,0.1825,14.0,0.3909,0.7334,11.0,7.0,21.37,42.07,,0.5907,0.0,0.6464,2.0,,-1.0,-999.0,-1.0,-1.0,-1.0,43.0,13.5,4.8,1.0,4.0,0.5399,33.0,214.75,38.3,3.0,0.2207,0.1797,6.0,0.0596,,5.0,0.6492,6.4692,0.0,0.0,1.0,0.0
44731.76,7720.97,-1.0,2.0,3.4,38943.47,0.8706,0.1664,20.0,0.3365,0.5761,22.83,7.0,6.79,,4.0,0.5343,1.0,0.5342,3.0,0.4742,69523.0,-0.0016,0.181,0.5014,120.2,30.0,4.4,2.3,0.0,9.0,0.4083,28.0,344.63,52.8,,0.1388,0.1682,6.0,0.1033,0.0682,6.0,0.6167,6.0552,1.0,0.0,0.0,
66290.28,14645.16,1.0,1.0,3.71,32853.46,,0.3396,4.0,0.2036,,8.56,1.0,62.97,5.79,1.0,0.8922,1.0,0.9059,0.0,0.8185,-1.0,-999.0,-1.0,-1.0,-1.0,23.0,5.1,9.0,1.0,11.0,0.9032,57.0,143.46,133.8,1.0,0.5,0.0641,1.0,0.0706,0.0494,1.0,0.833,2.3076,1.0,0.0,1.0,0.0
28303.14,16531.93,0.0,3.0,2.06,34764.75,1.2283,0.1442,21.0,0.5848,0.4065,14.14,7.0,,51.99,,0.3274,0.0,0.4095,,0.2832,-1.0,,-1.0,-1.0,-1.0,32.0,2.5,1.5,,11.0,0.2546,14.0,609.91,16.4,2.0,-0.1936,0.3877,,0.1638,0.1443,10.0,0.4148,10.0,0.0,1.0,,0.0
26233.57,1996.76,-1.0,,1.6,,,0.1561,20.0,0.4345,0.4112,0.86,7.0,,24.0,7.0,0.3583,0.0,0.4459,5.0,0.3148,-1.0,-999.0,-1.0,-1.0,-1.0,25.0,1.9,1.8,1.0,6.0,0.2633,23.0,300.56,2.0,2.0,-0.0921,0.3211,,,0.1279,9.0,0.385,10.0,0.0,1.0,1.0,0.0
173857.88,7546.83,1.0,1.0,2.36,78566.38,0.4519,0.3813,2.0,0.1425,0.9779,16.1,6.0,40.31,22.74,0.0,0.9772,0.0,0.9976,0.0,0.8836,-1.0,-999.0,-1.0,-1.0,-1.0,25.0,6.8,11.0,1.0,,0.9979,70.0,279.6,157.5,1.0,0.5214,0.0316,4.0,0.0631,0.0513,1.0,,1.1376,,0.0,1.0,0.0
114038.36,20224.71,1.0,3.0,2.93,52868.18,0.4636,0.3367,3.0,0.1255,,,6.0,33.02,31.82,0.0,0.9766,1.0,0.8861,0.0,0.7542,368963.78,0.1528,,0.8846,33.3,26.0,7.1,11.9,0.0,13.0,0.8429,56.0,234.97,146.8,2.0,0.534,0.0536,4.0,0.06,0.0528,1.0,0.9594,1.9296,1.0,0.0,1.0,1.0
146090.99,55012.06,1.0,1.0,4.13,83505.61,0.5716,0.4136,,0.2186,0.971,8.51,3.0,,7.42,0.0,0.9459,1.0,0.9458,0.0,0.8876,-1.0,-999.0,-1.0,-1.0,-1.0,,1.3,11.5,0.0,24.0,0.9772,55.0,377.85,141.9,1.0,0.4167,0.0417,3.0,,0.1146,1.0,0.921,1.5012,0.0,0.0,0.0,0.0
79022.26,16154.88,1.0,3.0,2.22,48701.42,0.6163,,7.0,0.164,0.9436,6.97,3.0,66.98,15.89,1.0,0.822,3.0,0.8215,1.0,0.8586,114636.56,0.2138,0.1091,0.6718,150.1,18.0,0.3,,0.0,13.0,0.7996,52.0,233.02,116.7,2.0,0.3651,0.0871,2.0,0.1183,0.0613,2.0,,3.1356,1.0,,,0.0
56722.89,7595.55,-1.0,1.0,0.53,57142.64,1.0074,0.2962,15.0,0.3211,0.6077,13.55,7.0,17.86,66.15,4.0,0.4556,1.0,0.4801,3.0,,-1.0,-999.0,-1.0,,-1.0,,2.9,3.9,1.0,13.0,,27.0,524.24,46.9,2.0,0.0053,0.1921,6.0,0.093,0.0864,6.0,0.5146,,0.0,1.0,0.0,0.0
,57978.52,1.0,1.0,1.25,85772.4,0.382,0.4106,4.0,0.1031,0.9626,6.78,3.0,70.25,23.77,0.0,0.9783,1.0,0.8866,0.0,0.9902,-1.0,-999.0,-1.0,-1.0,-1.0,30.0,9.0,20.0,0.0,16.0,0.9058,55.0,388.11,284.8,2.0,0.5919,0.0069,1.0,0.0643,0.0489,0.0,0.994,0.2484,1.0,0.0,0.0,1.0
43883.06,2221.28,-1.0,1.0,,32885.97,0.7494,0.2323,10.0,0.3043,0.7526,49.05,2.0,28.85,11.53,2.0,0.6285,0.0,0.6839,2.0,0.7978,-1.0,-999.0,-1.0,-1.0,-1.0,22.0,6.5,2.4,1.0,1.0,0.6094,41.0,199.31,57.0,1.0,0.2625,0.1365,2.0,0.1534,0.0593,4.0,0.729,4.914,1.0,0.0,0.0,0.0
55210.71,4395.67,0.0,2.0,4.0,32165.76,0.5826,0.3085,6.0,0.2365,0.7703,9.1,4.0,44.21,,1.0,0.7731,0.0,0.7833,1.0,0.7332,-1.0,-999.0,-1.0,-1.0,-1.0,18.0,0.3,9.1,1.0,2.0,0.7504,,177.71,78.3,3.0,0.3963,0.1015,3.0,0.1267,0.0811,2.0,,3.654,1.0,0.0,,0.0
50692.04,10905.32,,4.0,4.17,47229.77,0.9317,0.2277,18.0,0.3017,0.7578,22.49,3.0,45.4,90.0,3.0,0.5637,1.0,0.5102,3.0,,,0.0241,0.1735,0.3515,8.5,30.0,4.3,4.5,0.0,,0.4302,28.0,417.96,48.9,2.0,0.0738,0.1955,3.0,0.0775,0.0733,6.0,0.6683,,0.0,1.0,0.0,0.0
166017.49,25205.09,1.0,3.0,20.0,62671.6,0.3775,0.4378,3.0,0.0953,0.9837,17.11,5.0,50.26,18.95,0.0,0.8655,2.0,1.0,0.0,0.915,357467.73,-0.0337,0.0198,0.8595,110.6,36.0,13.3,11.2,0.0,18.0,0.9539,61.0,,184.0,1.0,0.653,0.0407,5.0,0.0887,0.0979,1.0,0.907,1.4652,0.0,0.0,1.0,1.0
28433.75,1497.14,0.0,1.0,0.49,,,0.1215,24.0,0.4576,0.3649,21.81,2.0,66.69,90.0,,,1.0,0.4593,5.0,0.2462,-1.0,-999.0,-1.0,-1.0,-1.0,37.0,4.2,1.3,1.0,12.0,0.2035,6.0,1264.51,22.6,1.0,-0.1208,0.3108,3.0,0.107,0.0859,9.0,0.3804,10.0,0.0,0.0,0.0,
